#doc source pos typeindex type topic
#alpha : 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 
#beta : 0.01
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 1 198 april 13
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 2 80 kenya 23
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 3 81 society 23
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 4 82 politics 23
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 5 199 blogkenya 23
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 6 200 named 39
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 7 201 swedish 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 8 202 research 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 9 203 institute 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 10 204 middleman 23
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 11 205 shipments 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 12 92 weapons 20
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 13 206 southern 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 14 192 sudan 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 15 207 forces 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 16 208 violation 13
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 17 77 peace 44
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 18 146 agreement 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 19 209 full 32
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 20 210 support 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 21 211 united 23
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 22 212 states 44
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 23 192 sudan 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 24 213 human 39
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 25 214 security 39
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 26 215 assessment 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 27 169 multi 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 28 216 year 44
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 29 202 research 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 30 217 project 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 31 218 administered 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 32 133 guns 23
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 33 219 ammunitions 39
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 34 220 survey 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 35 221 independent 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 36 202 research 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 37 217 project 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 38 222 graduate 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 39 52 school 37
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 40 223 global 44
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 41 224 development 1
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 42 225 studies 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 43 226 reported 38
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 44 227 satellite 44
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 45 228 imagery 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 46 229 confirmed 30
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 47 230 presence 13
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 48 206 southern 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 49 192 sudan 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 50 231 military 44
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 51 232 headquarters 44
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 52 233 multiple 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 53 234 rocket 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 54 235 launcher 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 55 236 vehicles 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 56 237 arrived 13
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 57 186 port 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 58 188 mombasa 44
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 59 238 tos 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 60 195 part 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 61 92 weapons 20
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 62 205 shipments 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 63 5 ukraine 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 64 239 ostensibly 27
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 65 240 consigned 20
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 66 185 kenyan 20
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 67 241 ministry 20
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 68 242 defence 14
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 69 243 fact 44
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 70 244 contract 32
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 71 206 southern 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 72 192 sudan 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 73 133 guns 44
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 74 219 ammunitions 39
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 75 220 survey 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 76 245 addition 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 77 233 multiple 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 78 234 rocket 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 79 235 launcher 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 80 236 vehicles 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 81 205 shipments 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 82 246 include 39
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 83 132 mm 23
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 84 247 machine 23
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 85 133 guns 23
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 86 132 mm 23
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 87 248 anti 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 88 249 aircraft 49
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 89 250 cannon 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 90 251 rpg 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 91 234 rocket 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 92 252 launchers 44
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 93 253 akm 32
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 94 254 assault 23
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 95 255 rifles 23
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 96 172 arms 39
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 97 256 transfers 11
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 98 139 south 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 99 192 sudan 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 100 207 forces 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 101 257 facilitated 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 102 258 nairobi 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 103 259 based 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 104 260 shipping 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 105 261 agency 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 106 262 run 39
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 107 263 british 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 108 264 national 38
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 109 220 survey 45
4 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing102 110 261 agency 45
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 0 0 telephone 40
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 1 1 intercept 40
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 2 35 november 18
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 3 3 call 40
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 4 15 internet 40
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 5 16 café 40
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 6 4 kiev 18
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 7 6 tabriz 18
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 8 17 receiver 40
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 9 3 call 40
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 10 18 address 18
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 11 19 janbazan 18
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 12 20 st 18
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 13 21 west 40
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 14 22 ajerbaijan 18
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 15 6 tabriz 18
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 16 7 iran 18
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 17 18 address 18
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 18 23 residence 18
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 19 24 sattari 40
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 20 25 khurshid 18
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 21 26 caller 40
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 22 265 igor 18
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 23 266 played 18
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 24 267 fool 18
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 25 268 game 10
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 26 17 receiver 40
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 27 26 caller 40
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 28 269 meet 13
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 29 270 dubai 40
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 30 198 april 38
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 31 20 st 18
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 32 17 receiver 40
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 33 271 long 0
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 34 272 short 10
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 35 26 caller 40
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 36 273 responds 40
5 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing11 37 274 nicolai 40
6 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing12 0 78 date 5
6 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing12 1 35 november 33
6 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing12 2 275 communication 33
6 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing12 3 1 intercept 33
6 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing12 4 276 note 5
6 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing12 5 277 originating 5
6 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing12 6 278 account 33
6 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing12 7 279 believed 5
6 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing12 8 280 belong 33
6 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing12 9 281 maulana 5
6 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing12 10 282 haq 5
6 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing12 11 283 bukhari 5
6 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing12 12 284 pakistani 5
6 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing12 13 285 criminal 5
6 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing12 14 86 investigation 5
6 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing12 15 286 unit 5
6 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing12 16 287 karachi 5
6 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing12 17 288 division 5
6 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing12 18 289 bank 33
6 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing12 19 290 funds 33
6 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing12 20 291 transfer 33
6 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing12 21 292 information 33
6 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing12 22 293 transaction 33
6 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing12 23 294 identification 33
6 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing12 24 13 number 33
6 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing12 25 295 ebilaead 33
6 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing12 26 296 sa 33
6 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing12 27 78 date 33
6 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing12 28 297 amount 33
6 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing12 29 298 sar 33
7 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing13 0 78 date 33
7 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing13 1 35 november 33
7 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing13 2 275 communication 33
7 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing13 3 1 intercept 33
7 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing13 4 289 bank 33
7 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing13 5 290 funds 33
7 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing13 6 291 transfer 33
7 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing13 7 292 information 33
7 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing13 8 293 transaction 33
7 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing13 9 294 identification 33
7 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing13 10 13 number 33
7 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing13 11 296 sa 33
7 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing13 12 299 ch 33
7 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing13 13 78 date 33
7 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing13 14 297 amount 33
7 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing13 15 300 chf 33
8 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing14 0 78 date 33
8 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing14 1 35 november 33
8 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing14 2 275 communication 33
8 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing14 3 1 intercept 33
8 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing14 4 289 bank 33
8 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing14 5 290 funds 33
8 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing14 6 291 transfer 33
8 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing14 7 292 information 33
8 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing14 8 293 transaction 33
8 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing14 9 294 identification 33
8 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing14 10 13 number 33
8 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing14 11 299 ch 33
8 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing14 12 301 mosweumm 33
8 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing14 13 78 date 33
8 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing14 14 297 amount 33
8 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing14 15 302 rub 33
9 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing15 0 0 telephone 37
9 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing15 1 1 intercept 37
9 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing15 2 303 december 37
9 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing15 3 3 call 37
9 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing15 4 36 mobile 37
9 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing15 5 10 phone 37
9 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing15 6 37 registered 37
9 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing15 7 40 antalya 37
9 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing15 8 41 turkey 37
9 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing15 9 36 mobile 37
9 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing15 10 10 phone 37
9 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing15 11 37 registered 37
9 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing15 12 304 sarajevo 24
9 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing15 13 305 bosnia 37
9 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing15 14 42 conversation 37
9 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing15 15 43 place 37
9 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing15 16 306 turkish 37
9 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing15 17 45 language 37
9 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing15 18 307 monday 37
